,date_of_report,gender,age,ethnicity,company,postal_code,safety,safety_change,mental_health,mental_issues,positive,working_situation,financial_outlook,childcare,share_domestic,written_report,email
42,21/05/2020 05:22 PM,Man,35-44,White,['Other'],Le11 4AJ,5,Not changed,2,['I feel anxious' 'Other'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work at home",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",I am not doing any housework,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
43,24/05/2020 02:25 AM,Woman,25-34,White,['My children'],0,5,Not changed,5,"['I feel scared about the future' 'I feel stressed' 'I feel stressed'
 'I feel anxious']",['I have had more time to connect with loved ones'],"Yes, but I had to reduce working hours because of the lockdown",Significantly impacted me negatively - I am extremely concerned about my new financial situation,Yes - to the extent that it is impacting my job,We share it equally,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
44,08/05/2020 09:45 PM,Woman,45-54,White,['With one or more friends / housemates'],LE12,5,Better,3,['I feel lonely' 'I feel lonely'],"['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther']","Yes, I work at home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I take care of most of the housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
45,23/05/2020 04:58 AM,Woman,35-44,White,"['Alone' 'Other family members (e.g. grandparents, aunts, cousins)']",LE12 8TR,5,Better,0,['I feel anxious'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I have been made redundant because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
46,31/05/2020 02:02 PM,Woman,>64,White,['Alone'],N169PP,5,Not changed,3,['I feel lonely' 'I’m having conflicts in my relationship'],"['I have had more support in my daily tasks in the house'
 'I have had more time to connect with loved ones']","Yes, but I had to reduce working hours because of the lockdown",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,I do less housework then others,Sweet chocolate bar pudding soufflé donut I love. Powder jelly beans jelly beans cake pastry donut. Bear claw dragée brownie toffee I love carrot cake I love tart. Chupa chups croissant danish marshmallow I love ice cream gummies.,
47,22/05/2020 07:55 AM,Other,35-44,White,"['Other family members (e.g. grandparents, aunts, cousins)' 'My partner']",Leicester,5,Worse,0,"['I feel anxious' 'I feel worried about my health' 'I feel anxious'
 'I feel scared about the future']","['I have enjoyed working from homeOther'
 'I have enjoyed working from homeOther']","Yes, but I had to reduce working hours because of the lockdown",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I take care of most of the housework,I love cheesecake icing cake I love. Liquorice marzipan sugar plum chocolate sugar plum. Jelly cookie lemon drops I love brownie carrot cake caramels. Jelly-o wafer sweet bonbon icing. Danish candy topping tart sugar plum soufflé chupa chups I love. Bonbon oat cake gummi bears jelly beans I love candy canes lollipop danish.,
48,23/05/2020 12:30 PM,Woman,45-54,White,['Other' 'My partner'],RH13 6JE,5,Not changed,5,['I feel scared about the future' 'I feel anxious' 'Other'],['I have enjoyed working from homeOther'],"Yes, but I had to reduce working hours because of the lockdown",Minimal impact – I think that things will mostly stay the same,Yes - but it’s manageable and sustainable,I am not doing any housework,Muffin donut tootsie roll tiramisu I love bonbon cake tart I love. Carrot cake muffin brownie sweet muffin cake biscuit I love. Pastry caramels jelly beans oat cake. Toffee cookie pastry macaroon caramels cotton candy. Toffee marzipan jujubes biscuit. Croissant lemon drops chocolate oat cake wafer cupcake chupa chups cake.,
49,07/05/2020 05:02 PM,Woman,55-64,White,['Alone'],Rm10,5,Better,2,['I feel lonely'],['I have had more time to connect with loved ones'],"Yes, I work at home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",I do less housework then others,,
50,30/05/2020 07:02 PM,Woman,18-24,Other ethnic group,['My siblings'],RG302ur,5,Better,2,['I feel scared about the future'],['I have had more support in my daily tasks in the house'],"Yes, I work at home",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - but it’s manageable and sustainable,We share it equally,Carrot cake brownie cake liquorice soufflé carrot cake jujubes cupcake I love. Soufflé soufflé sugar plum. Sugar plum cake marzipan dessert. I love chupa chups I love I love jujubes. Marzipan lemon drops sesame snaps sugar plum I love cotton candy croissant sesame snaps I love. Powder gummies soufflé topping jelly gingerbread cake sweet roll jujubes. Tiramisu I love I love tootsie roll I love soufflé. Apple pie cake I love lemon drops chocolate bar biscuit sweet biscuit. I love icing pastry cake halvah. I love I love icing caramels bonbon caramels. Cupcake lemon drops I love fruitcake gummi bears brownie. Danish cupcake icing I love.,
51,15/05/2020 09:43 PM,Woman,18-24,White,['My children' 'My children' 'My children'],n7,5,Not changed,5,"['I feel scared about the future' 'I feel scared about the future'
 'I feel lonely']","['I have more time for leisure, e.g. to explore new activities, develop skills'
 'I have enjoyed working from homeOther'
 'I have enjoyed working from homeOther']","No, I have had to stop working for other reasons related to COVID-19",Impacted me positively - I think that I will come out of this in a stronger financial position,Yes - to the extent that it is impacting my job,I take care of all the housework,I love ice cream chocolate cake wafer. Gingerbread liquorice wafer cheesecake ice cream pudding. Fruitcake marzipan cupcake jelly cupcake tootsie roll I love,
52,31/05/2020 12:16 PM,Woman,25-34,White,['Other'],SK 4 Stockport UK,5,Worse,1,['I feel stressed' 'Other'],['I have had more time to connect with loved ones'],"No, I am not in the labor force (student, retired, etc.) or unemployed",Minimal impact – I think that things will mostly stay the same,"No, I haven't noticed much change",We share it equally,Cheesecake I love tart. Macaroon carrot cake sesame snaps croissant. Halvah tiramisu ice cream. Sugar plum I love sesame snaps tart. Cupcake ice cream danish lemon drops dessert tootsie roll topping.,
53,09/05/2020 10:25 PM,Man,35-44,Black/AfricanCaribbean/Black British,['My children' 'My siblings'],Le112fd,5,Better,3,['I feel scared about the future' 'It has been repetitive / boring'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","No, I am not in the labor force (student, retired, etc.) or unemployed",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,Yes - but it’s manageable and sustainable,I take care of most of the housework,Sesame snaps chocolate jujubes. Croissant danish muffin. Donut macaroon jelly-o danish oat cake gummi bears I love cheesecake chocolate. Bonbon dragée topping. Fruitcake cheesecake sugar plum cake marshmallow gingerbread caramels cake. I love sweet roll candy canes cheesecake donut candy canes topping. Carrot cake lollipop candy canes. Fruitcake I love bonbon cake I love pastry I love. Bonbon marzipan I love. Bear claw oat cake tart gingerbread tootsie roll. Liquorice powder soufflé. Icing topping ice cream pie donut oat cake gummies. Pudding oat cake cake I love macaroon.,
54,23/05/2020 09:07 PM,Woman,>64,White,"['My parent(s) / caregivers'
 'Other family members (e.g. grandparents, aunts, cousins)' 'My siblings'
 'Other family members (e.g. grandparents, aunts, cousins)']",Australia,5,Worse,0,['I feel worried about my health' 'I feel lonely'],"['I have more time for leisure, e.g. to explore new activities, develop skills']","Yes, I work outside of my home",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"No, I haven't noticed much change",I am not doing any housework,Biscuit biscuit fruitcake. Marshmallow pastry biscuit sugar plum chocolate bar tootsie roll apple pie lemon drops chocolate bar. Chocolate bonbon jelly sweet roll ice cream sesame snaps fruitcake. Jujubes gingerbread biscuit oat cake caramels chocolate cake. Biscuit candy pudding chupa chups wafer pastry candy. Chocolate bar candy canes chocolate bar I love I love danish bear claw marshmallow gummi bears.,
55,25/05/2020 12:54 PM,Other,25-34,White,['Alone'],LE11 4LT,5,Better,5,['Other' 'Other' 'I feel worried about my health'],['I have had more support in my childcare responsibilities'],"No, I have had to stop working for other reasons related to COVID-19",Mildly impacted me negatively - I am worried about my new financial situation but think I will be ok,"Yes – my work isn't impacted, but I feel the strain",We share it equally,Gummies marzipan pastry danish ice cream gingerbread tiramisu. Cake ice cream carrot cake toffee I love candy jujubes. Soufflé marzipan ice cream toffee pastry sweet roll pastry jelly. Danish biscuit chocolate cake caramels soufflé apple pie. I love I love cheesecake lollipop jelly beans bear claw. Tiramisu danish candy croissant sweet lollipop. Toffee toffee jelly beans jelly candy.,
